date_key,month,region,product_category,channel,orders,units,revenue_eur,cost_eur,margin_eur,list_value_eur,on_time_orders,in_full_orders,otif_orders,returned_orders
20240101,2024-01,DACH-North,power tools,field-sales,5,228,29843.01,23836.28,6006.73,32603.69,5,5,5,1
20240101,2024-01,DACH-North,power tools,phone,3,62,8654.16,6533.72,2120.44,9181.36,2,3,2,0
20240101,2024-01,DACH-North,ppe,branch,4,88,299.46,191.78,107.68,309.73,4,4,4,0
20240101,2024-01,DACH-North,ppe,e-shop,5,481,1674.2,1105.32,568.88,1818.4,4,5,4,0
20240101,2024-01,DACH-North,ppe,field-sales,5,586,1866.63,1345.52,521.11,2139.77,4,5,4,0
20240101,2024-01,DACH-North,ppe,phone,2,97,296.3,199.18,97.12,324.33,2,2,2,0
20240101,2024-01,DACH-South,abrasives,branch,8,272,281.58,172.29,109.29,308.03,8,8,8,0
20240101,2024-01,DACH-South,abrasives,e-shop,12,400,423.74,242.29,181.45,443.64,10,11,9,0
20240101,2024-01,DACH-South,abrasives,field-sales,11,440,460.62,273.33,187.29,491.78,10,10,9,0
20240101,2024-01,DACH-South,abrasives,phone,2,97,111.22,60.65,50.57,111.22,2,1,1,0
20240101,2024-01,DACH-South,chemicals,branch,4,249,1506.82,902.5,604.32,1696.95,3,3,2,0
20240101,2024-01,DACH-South,chemicals,e-shop,6,212,1351.74,765.42,586.32,1421.0,4,6,4,1
20240101,2024-01,DACH-South,chemicals,field-sales,8,265,1665.91,963.51,702.4,1796.84,8,8,8,1
20240101,2024-01,DACH-South,chemicals,phone,4,159,920.41,542.39,378.02,1015.44,3,4,3,0
20240101,2024-01,DACH-South,fasteners,branch,8,397,322.02,207.25,114.77,353.76,8,8,8,1
20240101,2024-01,DACH-South,fasteners,e-shop,19,740,652.02,406.69,245.33,705.38,15,19,15,1
20240101,2024-01,DACH-South,fasteners,field-sales,17,823,703.72,427.43,276.29,741.64,16,17,16,0
20240101,2024-01,DACH-South,fasteners,phone,6,324,278.1,175.38,102.72,301.73,6,6,6,1
20240101,2024-01,DACH-South,hand tools,branch,7,324,6831.29,5032.53,1798.76,7615.37,7,7,7,0
20240101,2024-01,DACH-South,hand tools,e-shop,3,53,1244.53,829.4,415.13,1304.72,2,3,2,0
20240101,2024-01,DACH-South,hand tools,field-sales,10,394,9320.96,6497.0,2823.96,9871.17,10,10,10,1
20240101,2024-01,DACH-South,hand tools,phone,1,66,1653.59,1193.53,460.06,1819.13,1,1,1,0
20240101,2024-01,DACH-South,power tools,branch,3,203,25259.51,20305.31,4954.2,28235.18,2,3,2,1
20240101,2024-01,DACH-South,power tools,e-shop,13,552,70431.46,55267.34,15164.12,77834.93,13,13,13,4
20240101,2024-01,DACH-South,power tools,field-sales,4,148,18712.37,14232.28,4480.09,20531.91,4,4,4,0
20240101,2024-01,DACH-South,power tools,phone,1,64,9545.7,7123.96,2421.74,10005.98,1,1,1,0
20240101,2024-01,DACH-South,ppe,branch,4,162,517.91,375.42,142.49,594.13,3,3,2,0
20240101,2024-01,DACH-South,ppe,e-shop,11,372,1242.7,810.41,432.29,1300.64,9,11,9,0
20240101,2024-01,DACH-South,ppe,field-sales,7,531,1676.78,1092.42,584.36,1781.38,6,7,6,0
20240101,2024-01,DACH-South,ppe,phone,2,98,316.69,208.76,107.93,327.28,2,2,2,0
20240101,2024-01,East,abrasives,branch,4,446,416.6,267.05,149.55,481.38,4,4,4,0
20240101,2024-01,East,abrasives,e-shop,2,95,100.88,62.88,38.0,110.57,2,2,2,0
20240101,2024-01,East,abrasives,field-sales,7,412,418.4,247.88,170.52,444.57,6,7,6,0
20240101,2024-01,East,abrasives,phone,1,25,28.32,17.28,11.04,30.89,1,1,1,0
20240101,2024-01,East,chemicals,branch,2,141,946.31,525.6,420.71,997.5,1,2,1,0
20240101,2024-01,East,chemicals,e-shop,9,408,2502.58,1452.13,1050.45,2673.23,9,8,8,1
20240101,2024-01,East,chemicals,field-sales,2,301,2097.77,1139.39,958.38,2158.29,2,2,2,1
20240101,2024-01,East,chemicals,phone,1,38,242.64,136.77,105.87,254.61,1,1,1,0
20240101,2024-01,East,fasteners,branch,3,596,498.07,319.03,179.04,566.73,2,3,2,0
20240101,2024-01,East,fasteners,e-shop,6,790,626.08,398.07,228.01,697.03,6,5,5,0
20240101,2024-01,East,fasteners,field-sales,4,163,129.78,81.64,48.14,141.17,3,4,3,0
20240101,2024-01,East,fasteners,phone,3,143,114.58,76.92,37.66,134.85,3,3,3,0
20240101,2024-01,East,hand tools,branch,1,32,745.43,500.2,245.23,745.43,1,1,1,0
20240101,2024-01,East,hand tools,e-shop,2,46,1078.51,772.38,306.13,1175.33,2,1,1,0
20240101,2024-01,East,hand tools,field-sales,4,149,3831.38,2549.0,1282.38,3905.57,2,4,2,0
20240101,2024-01,East,hand tools,phone,1,50,1137.01,770.22,366.79,1209.58,1,1,1,0
20240101,2024-01,East,power tools,branch,1,34,4562.67,3719.62,843.05,5355.25,1,1,1,0
20240101,2024-01,East,power tools,e-shop,3,249,33558.62,25983.43,7575.19,35963.28,3,3,3,0
20240101,2024-01,East,power tools,field-sales,1,70,8950.15,6928.66,2021.49,9592.87,1,1,1,0
20240101,2024-01,East,ppe,branch,1,93,258.43,172.8,85.63,285.24,1,1,1,0
20240101,2024-01,East,ppe,e-shop,4,325,1017.13,727.0,290.13,1145.78,3,4,3,0
20240101,2024-01,East,ppe,field-sales,5,975,3172.46,2217.16,955.3,3570.3,5,5,5,1
20240101,2024-01,East,ppe,phone,1,229,738.35,497.49,240.86,827.74,1,1,1,0
20240101,2024-01,Nordics,abrasives,branch,3,320,319.97,223.65,96.32,389.77,3,3,3,1
20240101,2024-01,Nordics,abrasives,e-shop,4,693,706.38,460.43,245.95,831.31,3,4,3,0
20240101,2024-01,Nordics,abrasives,field-sales,2,125,125.43,77.68,47.75,135.73,2,2,2,0
20240101,2024-01,Nordics,chemicals,branch,2,227,1455.83,861.57,594.26,1553.73,2,2,2,0
20240101,2024-01,Nordics,chemicals,e-shop,4,347,2180.49,1231.31,949.18,2329.13,4,4,4,0
20240101,2024-01,Nordics,chemicals,field-sales,2,52,322.76,201.34,121.42,366.29,1,2,1,0
20240101,2024-01,Nordics,chemicals,phone,1,31,186.6,107.71,78.89,203.71,0,1,0,0
20240101,2024-01,Nordics,fasteners,branch,1,45,40.4,25.36,15.04,43.07,1,1,1,0
20240101,2024-01,Nordics,fasteners,e-shop,13,1468,1231.44,805.21,426.23,1374.97,12,13,12,0
20240101,2024-01,Nordics,fasteners,field-sales,4,441,392.43,239.59,152.84,428.97,4,4,4,1
20240101,2024-01,Nordics,fasteners,phone,2,193,156.38,102.69,53.69,178.56,1,2,1,0
20240101,2024-01,Nordics,hand tools,branch,1,41,854.18,603.35,250.83,890.7,1,1,1,0
20240101,2024-01,Nordics,hand tools,e-shop,2,91,1927.05,1481.83,445.22,2255.78,2,2,2,0
20240101,2024-01,Nordics,hand tools,field-sales,4,369,7782.88,6045.81,1737.07,9258.69,4,4,4,1
20240101,2024-01,Nordics,hand tools,phone,2,189,4335.45,3165.65,1169.8,4763.01,2,2,2,0
20240101,2024-01,Nordics,power tools,branch,1,70,9325.96,7182.08,2143.88,10362.18,1,1,1,0
20240101,2024-01,Nordics,power tools,e-shop,4,287,35930.6,27620.91,8309.69,38799.69,3,4,3,0
20240101,2024-01,Nordics,power tools,field-sales,1,65,9170.14,7027.92,2142.22,10257.42,0,1,0,0
20240101,2024-01,Nordics,power tools,phone,2,67,8518.52,6377.72,2140.8,9245.79,2,1,1,0
20240101,2024-01,Nordics,ppe,branch,2,124,376.69,264.52,112.17,425.58,2,2,2,0
20240101,2024-01,Nordics,ppe,e-shop,7,504,1525.84,1069.81,456.03,1740.81,7,7,7,1
20240101,2024-01,Nordics,ppe,field-sales,1,157,440.76,323.76,117.0,522.23,1,1,1,0
20240101,2024-01,West,abrasives,branch,1,6,7.11,4.04,3.07,7.11,1,1,1,0
20240101,2024-01,West,abrasives,e-shop,6,277,307.58,177.65,129.93,313.75,6,6,6,1
20240101,2024-01,West,abrasives,field-sales,3,114,114.2,69.24,44.96,122.4,2,3,2,0
20240101,2024-01,West,chemicals,branch,4,101,679.78,380.53,299.25,696.09,4,4,4,0
20240101,2024-01,West,chemicals,e-shop,2,60,312.45,206.21,106.24,371.65,1,2,1,0
20240101,2024-01,West,chemicals,field-sales,5,231,1273.28,760.28,513.0,1402.41,5,5,5,1
20240101,2024-01,West,chemicals,phone,3,277,1687.58,1057.65,629.93,1941.7,3,3,3,0
20240101,2024-01,West,fasteners,branch,9,512,419.46,272.3,147.16,483.82,7,8,6,0
20240101,2024-01,West,fasteners,e-shop,10,901,690.46,460.07,230.39,795.56,10,9,9,0
20240101,2024-01,West,fasteners,field-sales,5,136,134.74,78.53,56.21,135.2,4,5,4,0
20240101,2024-01,West,fasteners,phone,1,223,165.34,111.97,53.37,187.68,1,1,1,0
20240101,2024-01,West,hand tools,branch,1,146,3112.77,2381.39,731.38,3732.34,1,1,1,0
20240101,2024-01,West,hand tools,e-shop,4,207,4603.8,3279.9,1323.9,4946.02,4,4,4,0
20240101,2024-01,West,hand tools,field-sales,4,160,3541.66,2509.73,1031.93,3827.12,4,4,4,0
20240101,2024-01,West,power tools,branch,2,92,13955.95,10405.39,3550.56,14001.43,2,2,2,0
20240101,2024-01,West,power tools,e-shop,4,305,34913.45,29631.21,5282.24,40916.16,3,4,3,0
20240101,2024-01,West,power tools,field-sales,1,81,11275.02,8216.95,3058.07,11956.54,1,1,1,0
20240101,2024-01,West,power tools,phone,2,466,50409.8,40830.03,9579.77,58863.13,2,2,2,0
20240101,2024-01,West,ppe,branch,5,207,724.87,449.45,275.42,740.77,5,5,5,0
20240101,2024-01,West,ppe,e-shop,6,244,784.74,534.58,250.16,863.55,6,6,6,0
20240101,2024-01,West,ppe,field-sales,11,641,1922.92,1301.75,621.17,2126.9,11,9,9,0
20240101,2024-01,West,ppe,phone,1,21,67.88,47.09,20.79,73.15,1,1,1,0
20240201,2024-02,DACH-North,abrasives,branch,4,383,399.6,248.94,150.66,456.01,4,4,4,0
20240201,2024-02,DACH-North,abrasives,e-shop,6,370,380.24,240.05,140.19,437.35,5,6,5,0
20240201,2024-02,DACH-North,abrasives,field-sales,4,686,641.51,418.84,222.67,734.92,4,4,4,0
20240201,2024-02,DACH-North,abrasives,phone,1,86,100.02,57.45,42.57,106.4,1,1,1,1
20240201,2024-02,DACH-North,chemicals,branch,5,735,4159.01,2424.63,1734.38,4533.95,5,5,5,0
20240201,2024-02,DACH-North,chemicals,e-shop,8,407,2462.01,1519.95,942.06,2844.89,6,7,5,0
20240201,2024-02,DACH-North,chemicals,field-sales,7,599,3154.91,2025.99,1128.92,3731.03,7,5,5,0
20240201,2024-02,DACH-North,chemicals,phone,2,100,599.11,377.45,221.66,687.08,1,2,1,1
20240201,2024-02,DACH-North,fasteners,branch,10,530,447.11,280.69,166.42,484.35,10,9,9,0
20240201,2024-02,DACH-North,fasteners,e-shop,24,1612,1325.55,848.11,477.44,1451.03,23,21,20,0
20240201,2024-02,DACH-North,fasteners,field-sales,10,1045,888.41,576.71,311.7,993.66,9,9,8,0
20240201,2024-02,DACH-North,hand tools,branch,3,132,2889.55,2138.28,751.27,3123.01,3,2,2,0
20240201,2024-02,DACH-North,hand tools,field-sales,4,244,5812.26,4109.67,1702.59,6149.13,4,4,4,0
20240201,2024-02,DACH-North,hand tools,phone,1,45,984.87,787.12,197.75,1229.55,1,1,1,0
20240201,2024-02,DACH-North,power tools,branch,4,103,13009.97,10173.09,2836.88,14246.88,3,4,3,1
20240201,2024-02,DACH-North,power tools,e-shop,5,607,80039.75,66911.8,13127.95,90753.63,5,5,5,1
20240201,2024-02,DACH-North,power tools,field-sales,3,690,84877.75,69355.34,15522.41,97031.96,3,3,3,1
20240201,2024-02,DACH-North,power tools,phone,1,75,9174.87,7845.62,1329.25,10509.59,1,1,1,0
20240201,2024-02,DACH-North,ppe,branch,5,417,1327.76,872.21,455.55,1437.5,5,5,5,0
20240201,2024-02,DACH-North,ppe,e-shop,4,166,517.71,333.87,183.84,534.01,4,4,4,0
20240201,2024-02,DACH-North,ppe,field-sales,5,702,2124.25,1466.17,658.08,2403.19,4,4,3,0
20240201,2024-02,DACH-South,abrasives,branch,9,380,377.0,238.49,138.51,425.99,9,9,9,0
20240201,2024-02,DACH-South,abrasives,e-shop,10,738,756.75,468.54,288.21,835.18,10,9,9,0
20240201,2024-02,DACH-South,abrasives,field-sales,12,613,642.31,383.56,258.75,687.34,11,12,11,1
20240201,2024-02,DACH-South,abrasives,phone,1,15,14.55,8.62,5.93,14.97,1,1,1,0
20240201,2024-02,DACH-South,chemicals,branch,2,204,1242.96,709.91,533.05,1268.92,2,2,2,0
20240201,2024-02,DACH-South,chemicals,e-shop,9,526,2945.1,1900.81,1044.29,3444.72,9,9,9,0
20240201,2024-02,DACH-South,chemicals,field-sales,6,215,1280.1,756.08,524.02,1369.61,5,6,5,0
20240201,2024-02,DACH-South,chemicals,phone,1,27,152.14,88.82,63.32,172.69,1,1,1,0
20240201,2024-02,DACH-South,fasteners,branch,8,517,454.64,284.3,170.34,485.92,8,6,6,0
20240201,2024-02,DACH-South,fasteners,e-shop,16,619,524.82,342.0,182.82,580.96,15,16,15,1
20240201,2024-02,DACH-South,fasteners,field-sales,19,1609,1330.11,871.02,459.09,1499.66,16,17,15,1
20240201,2024-02,DACH-South,hand tools,branch,6,324,7406.09,5350.01,2056.08,8176.36,6,6,6,1
20240201,2024-02,DACH-South,hand tools,e-shop,3,75,1818.9,1223.01,595.89,1830.3,3,3,3,0
20240201,2024-02,DACH-South,hand tools,field-sales,5,136,2775.77,2032.96,742.81,3048.51,5,5,5,0
20240201,2024-02,DACH-South,hand tools,phone,3,51,1101.91,751.07,350.84,1147.11,3,3,3,0
20240201,2024-02,DACH-South,power tools,branch,3,74,9579.76,7089.66,2490.1,10034.85,3,2,2,0
20240201,2024-02,DACH-South,power tools,e-shop,8,452,58529.44,47850.05,10679.39,64048.67,8,8,8,1
20240201,2024-02,DACH-South,power tools,field-sales,6,326,44242.02,34277.17,9964.85,46935.81,6,6,6,1
20240201,2024-02,DACH-South,power tools,phone,2,348,40152.68,34204.11,5948.57,47796.36,2,2,2,0
20240201,2024-02,DACH-South,ppe,branch,5,131,468.71,295.82,172.89,487.72,4,5,4,0
20240201,2024-02,DACH-South,ppe,e-shop,8,661,1920.33,1339.59,580.74,2158.31,6,8,6,0
20240201,2024-02,DACH-South,ppe,field-sales,7,508,1677.44,1074.94,602.5,1775.59,7,7,7,0
20240201,2024-02,DACH-South,ppe,phone,2,101,357.86,215.62,142.24,362.58,2,2,2,0
20240201,2024-02,East,abrasives,branch,1,44,43.18,28.33,14.85,49.74,1,1,1,0
20240201,2024-02,East,abrasives,e-shop,7,420,442.4,271.45,170.95,479.86,7,6,6,0
20240201,2024-02,East,abrasives,field-sales,3,210,216.61,129.47,87.14,227.32,3,2,2,0
20240201,2024-02,East,abrasives,phone,2,117,127.36,75.52,51.84,134.19,1,2,1,0
20240201,2024-02,East,chemicals,branch,2,320,1662.55,1002.88,659.67,1912.48,2,2,2,0
20240201,2024-02,East,chemicals,e-shop,6,527,3160.94,1870.08,1290.86,3558.55,6,6,6,0
20240201,2024-02,East,chemicals,field-sales,5,253,1570.68,949.76,620.92,1706.27,3,5,3,0
20240201,2024-02,East,chemicals,phone,1,36,240.41,142.59,97.82,255.21,1,1,1,0
20240201,2024-02,East,fasteners,branch,5,442,341.0,225.94,115.06,391.7,5,5,5,0
20240201,2024-02,East,fasteners,e-shop,15,1548,1266.22,846.31,419.91,1451.64,12,15,12,0
20240201,2024-02,East,fasteners,field-sales,16,1486,1173.5,777.33,396.17,1336.83,15,14,13,1
20240201,2024-02,East,fasteners,phone,3,136,106.35,72.08,34.27,123.0,2,3,2,0
20240201,2024-02,East,hand tools,branch,1,26,554.98,376.75,178.23,585.42,1,1,1,0
20240201,2024-02,East,hand tools,e-shop,2,80,1771.58,1236.86,534.72,1913.0,2,2,2,0
20240201,2024-02,East,hand tools,field-sales,3,172,3982.24,2882.86,1099.38,4348.5,3,3,3,0
20240201,2024-02,East,power tools,branch,2,112,12966.34,10220.25,2746.09,14504.15,2,2,2,0
20240201,2024-02,East,power tools,e-shop,2,108,13557.62,11064.9,2492.72,15347.64,2,2,2,0
20240201,2024-02,East,power tools,field-sales,10,757,96724.75,76695.55,20029.2,107789.34,10,9,9,0
20240201,2024-02,East,ppe,branch,4,132,445.62,284.06,161.56,459.62,3,4,3,0
20240201,2024-02,East,ppe,e-shop,8,375,1199.07,783.5,415.57,1290.24,7,8,7,0
20240201,2024-02,East,ppe,field-sales,7,530,1760.59,1240.07,520.52,1969.0,7,7,7,0
20240201,2024-02,East,ppe,phone,3,308,911.2,666.75,244.45,1051.48,3,3,3,0
20240201,2024-02,Nordics,abrasives,branch,1,16,18.66,11.39,7.27,19.73,1,1,1,0
20240201,2024-02,Nordics,abrasives,e-shop,1,88,104.29,60.64,43.65,109.21,1,1,1,0
20240201,2024-02,Nordics,abrasives,phone,3,459,490.54,296.96,193.58,532.73,3,3,3,0
20240201,2024-02,Nordics,chemicals,branch,1,19,112.37,63.23,49.14,120.83,1,1,1,0
20240201,2024-02,Nordics,chemicals,e-shop,6,415,2450.51,1448.46,1002.05,2721.76,6,6,6,0
20240201,2024-02,Nordics,chemicals,field-sales,3,271,1572.13,969.03,603.1,1755.75,3,3,3,0
20240201,2024-02,Nordics,fasteners,branch,1,43,35.64,20.91,14.73,36.07,0,1,0,0
20240201,2024-02,Nordics,fasteners,e-shop,1,245,171.49,118.44,53.05,203.67,1,1,1,0
20240201,2024-02,Nordics,fasteners,field-sales,7,379,327.93,200.23,127.7,352.7,7,7,7,0
20240201,2024-02,Nordics,fasteners,phone,3,71,66.87,40.43,26.44,68.66,3,3,3,0
20240201,2024-02,Nordics,hand tools,branch,1,31,749.22,560.21,189.01,833.4,1,1,1,0
20240201,2024-02,Nordics,hand tools,e-shop,2,133,3238.1,2355.1,883.0,3560.86,2,2,2,0
20240201,2024-02,Nordics,hand tools,field-sales,2,92,2090.17,1480.15,610.02,2234.79,2,2,2,0
20240201,2024-02,Nordics,power tools,branch,1,32,4130.99,3031.51,1099.48,4198.16,1,1,1,0
20240201,2024-02,Nordics,power tools,e-shop,3,40,5616.67,4429.31,1187.36,6148.8,3,3,3,0
20240201,2024-02,Nordics,power tools,field-sales,3,242,33255.33,25037.64,8217.69,35008.88,3,3,3,0
20240201,2024-02,Nordics,power tools,phone,1,63,7422.37,5484.74,1937.63,7998.25,1,0,0,0
20240201,2024-02,Nordics,ppe,branch,1,49,154.92,104.69,50.23,165.33,1,1,1,0
20240201,2024-02,Nordics,ppe,e-shop,4,170,520.55,345.47,175.08,547.58,4,4,4,1
20240201,2024-02,Nordics,ppe,field-sales,3,337,990.31,705.06,285.25,1157.24,3,3,3,0
20240201,2024-02,Nordics,ppe,phone,1,82,277.03,184.32,92.71,308.84,1,1,1,0
20240201,2024-02,West,abrasives,branch,1,17,19.2,10.79,8.41,19.75,1,1,1,0
20240201,2024-02,West,abrasives,e-shop,9,427,452.07,269.43,182.64,487.57,9,8,8,1
20240201,2024-02,West,abrasives,field-sales,2,59,58.35,34.93,23.42,62.99,2,1,1,0
20240201,2024-02,West,abrasives,phone,2,36,40.49,23.77,16.72,42.93,2,2,2,0
20240201,2024-02,West,chemicals,branch,3,135,841.24,467.42,373.82,875.48,2,3,2,0
20240201,2024-02,West,chemicals,e-shop,4,601,3037.12,2010.49,1026.63,3725.45,4,4,4,0
20240201,2024-02,West,chemicals,field-sales,6,420,2742.68,1601.01,1141.67,2906.65,5,6,5,0
20240201,2024-02,West,chemicals,phone,3,427,2878.47,1694.38,1184.09,3067.45,3,3,3,0
20240201,2024-02,West,fasteners,branch,6,551,447.79,298.11,149.68,512.27,4,6,4,0
20240201,2024-02,West,fasteners,e-shop,11,643,575.08,366.15,208.93,622.92,11,9,9,0
20240201,2024-02,West,fasteners,field-sales,6,242,212.9,134.95,77.95,229.76,5,5,4,0
20240201,2024-02,West,fasteners,phone,6,442,381.28,252.26,129.02,429.59,6,6,6,0
20240201,2024-02,West,hand tools,e-shop,3,184,4386.79,3164.02,1222.77,4762.02,3,3,3,0
20240201,2024-02,West,hand tools,field-sales,3,106,2422.93,1606.91,816.02,2470.75,1,3,1,0
20240201,2024-02,West,hand tools,phone,1,21,457.59,349.98,107.61,519.98,1,1,1,0
20240201,2024-02,West,power tools,branch,5,284,36106.15,28311.34,7794.81,39512.1,5,5,5,0
20240201,2024-02,West,power tools,e-shop,5,266,37353.33,28522.65,8830.68,39398.12,5,5,5,0
20240201,2024-02,West,power tools,field-sales,3,115,14680.75,10659.45,4021.3,15387.37,3,3,3,0
20240201,2024-02,West,power tools,phone,1,45,5800.84,4301.62,1499.22,5800.84,0,1,0,0
20240201,2024-02,West,ppe,branch,2,70,223.82,151.65,72.17,236.32,2,2,2,0
20240201,2024-02,West,ppe,e-shop,6,358,1148.26,770.32,377.94,1243.04,5,6,5,0
20240201,2024-02,West,ppe,field-sales,2,51,179.96,117.33,62.63,189.74,2,2,2,0
20240201,2024-02,West,ppe,phone,2,56,203.75,135.28,68.47,214.18,2,2,2,0
20240301,2024-03,DACH-North,abrasives,branch,3,475,454.57,312.22,142.35,557.5,3,3,3,0
20240301,2024-03,DACH-North,abrasives,e-shop,6,870,901.59,521.43,380.16,952.37,6,5,5,0
20240301,2024-03,DACH-North,abrasives,field-sales,5,236,248.14,150.64,97.5,270.94,5,5,5,0
20240301,2024-03,DACH-North,abrasives,phone,1,26,29.22,17.13,12.09,29.22,1,1,1,0
20240301,2024-03,DACH-North,chemicals,branch,6,342,2080.79,1247.16,833.63,2263.44,5,6,5,0
20240301,2024-03,DACH-North,chemicals,e-shop,10,1134,6362.01,3963.63,2398.38,7270.93,7,10,7,0
20240301,2024-03,DACH-North,chemicals,field-sales,7,630,3426.03,2206.2,1219.83,4016.43,7,5,5,0
20240301,2024-03,DACH-North,chemicals,phone,2,57,356.31,215.87,140.44,390.99,2,2,2,0
20240301,2024-03,DACH-North,fasteners,branch,5,333,292.1,180.58,111.52,315.35,3,5,3,0
20240301,2024-03,DACH-North,fasteners,e-shop,12,1330,1094.87,697.0,397.87,1211.02,10,12,10,0
20240301,2024-03,DACH-North,fasteners,field-sales,8,368,306.57,198.7,107.87,341.28,8,8,8,1
20240301,2024-03,DACH-North,fasteners,phone,4,359,310.96,211.41,99.55,351.83,4,4,4,0
20240301,2024-03,DACH-North,hand tools,branch,1,26,628.16,422.73,205.43,639.03,1,1,1,0
20240301,2024-03,DACH-North,hand tools,e-shop,5,398,9061.67,6647.19,2414.48,10173.75,5,5,5,1
20240301,2024-03,DACH-North,hand tools,field-sales,5,263,6427.05,4403.28,2023.77,6581.28,5,5,5,0
20240301,2024-03,DACH-North,hand tools,phone,1,22,466.12,327.97,138.15,477.59,1,1,1,0
20240301,2024-03,DACH-North,power tools,branch,3,446,56684.92,47503.21,9181.71,64832.48,1,2,0,0
20240301,2024-03,DACH-North,power tools,e-shop,9,640,81106.33,66556.94,14549.39,91852.15,9,8,8,0
20240301,2024-03,DACH-North,power tools,field-sales,3,141,20882.56,14891.61,5990.95,21236.87,3,3,3,0
20240301,2024-03,DACH-North,power tools,phone,1,222,22441.3,20307.73,2133.57,28442.71,1,1,1,0
20240301,2024-03,DACH-North,ppe,branch,5,503,1544.23,1082.66,461.57,1708.81,5,5,5,0
20240301,2024-03,DACH-North,ppe,e-shop,6,550,1651.29,1200.08,451.21,1923.06,5,6,5,0
20240301,2024-03,DACH-North,ppe,field-sales,8,826,2513.85,1739.93,773.92,2790.12,7,8,7,1
20240301,2024-03,DACH-North,ppe,phone,3,138,441.83,290.11,151.72,462.99,3,3,3,0
20240301,2024-03,DACH-South,abrasives,branch,2,369,304.48,214.45,90.03,380.67,2,1,1,0
20240301,2024-03,DACH-South,abrasives,e-shop,6,280,298.38,180.12,118.26,322.96,6,5,5,0
20240301,2024-03,DACH-South,abrasives,field-sales,5,273,281.86,179.39,102.47,315.93,4,5,4,0
20240301,2024-03,DACH-South,abrasives,phone,1,357,317.35,223.31,94.04,391.31,0,0,0,0
20240301,2024-03,DACH-South,chemicals,branch,5,226,1285.92,782.09,503.83,1420.28,5,5,5,1
20240301,2024-03,DACH-South,chemicals,e-shop,11,1166,7021.17,4205.66,2815.51,7875.24,11,9,9,0
20240301,2024-03,DACH-South,chemicals,field-sales,7,683,4117.81,2382.29,1735.52,4476.67,6,7,6,0
20240301,2024-03,DACH-South,chemicals,phone,2,28,154.53,92.3,62.23,168.95,2,2,2,0
20240301,2024-03,DACH-South,fasteners,branch,6,369,319.51,213.47,106.04,359.79,6,6,6,0
20240301,2024-03,DACH-South,fasteners,e-shop,14,813,677.99,432.35,245.64,752.03,14,14,14,0
20240301,2024-03,DACH-South,fasteners,field-sales,8,322,278.72,166.69,112.03,290.46,8,8,8,0
20240301,2024-03,DACH-South,fasteners,phone,1,83,79.14,47.48,31.66,79.14,1,1,1,0
20240301,2024-03,DACH-South,hand tools,branch,6,586,12138.78,8747.09,3391.69,13234.02,5,6,5,0
20240301,2024-03,DACH-South,hand tools,e-shop,5,288,6112.31,4563.92,1548.39,6892.07,4,5,4,0
20240301,2024-03,DACH-South,hand tools,field-sales,4,227,5371.89,3625.54,1746.35,5617.51,3,4,3,0
20240301,2024-03,DACH-South,power tools,branch,5,399,53759.8,43060.44,10699.36,59028.89,5,5,5,0
20240301,2024-03,DACH-South,power tools,e-shop,9,303,39901.56,30381.1,9520.46,42573.06,8,9,8,0
20240301,2024-03,DACH-South,power tools,field-sales,6,636,76367.14,66117.52,10249.62,91114.43,5,6,5,1
